"age","net","gun","sex","year","previous","nruns","id"
26,70.8,71.4,"M",2003,0,2,"r196"
27,70.73,77.25,"M",2004,1,2,"r196"
59,83.85,84.83,"M",2000,0,6,"r197"
60,82.73,83.15,"M",2001,1,6,"r197"
61,83.63,86.02,"M",2002,2,6,"r197"
62,80.13,80.53,"M",2003,3,6,"r197"
63,84.23,85.25,"M",2004,4,6,"r197"
66,NA,93.32,"M",2007,5,6,"r197"
29,NA,80.52,"M",1999,0,5,"r198"
30,84.33,86.13,"M",2000,1,5,"r198"
31,77.38,78.62,"M",2001,2,5,"r198"
32,76.82,77.67,"M",2002,3,5,"r198"
38,NA,84.37,"M",2008,4,5,"r198"
35,NA,78.43,"M",2007,0,2,"r199"
36,NA,81.82,"M",2008,1,2,"r199"
33,NA,76.93,"M",2007,0,2,"r200"
34,NA,86.58,"M",2008,1,2,"r200"
32,NA,59.18,"M",2007,0,2,"r201"
33,NA,59.18,"M",2008,1,2,"r201"
29,83.02,86.93,"M",2003,0,3,"r202"
30,82.72,86.25,"M",2004,1,3,"r202"
31,79.4,81.07,"M",2005,2,3,"r202"
27,NA,87.85,"F",1999,0,2,"r203"
32,100.4,108.1,"F",2004,1,2,"r203"
38,89.55,90.28,"F",2003,0,3,"r204"
39,91.7,95.18,"F",2004,1,3,"r204"
40,92.07,94.02,"F",2005,2,3,"r204"
22,NA,88.82,"F",2007,0,2,"r205"
23,NA,104.1,"F",2008,1,2,"r205"
27,NA,94.27,"F",2007,0,2,"r206"
28,NA,82.57,"F",2008,1,2,"r206"
49,98,100.8,"F",2003,0,2,"r207"
50,99.35,102.3,"F",2004,1,2,"r207"
31,88.98,90.37,"F",2002,0,2,"r208"
32,86.2,89.13,"F",2003,1,2,"r208"
26,70.88,71.05,"F",2003,0,3,"r209"
27,72.8,73.25,"F",2004,1,3,"r209"
30,NA,76.77,"F",2007,2,3,"r209"
33,94.78,96.87,"F",2003,0,5,"r210"
34,87.65,88.78,"F",2004,1,5,"r210"
35,85.42,86.65,"F",2005,2,5,"r210"
37,NA,91.57,"F",2007,3,5,"r210"
38,NA,108.6,"F",2008,4,5,"r210"
28,83.27,84.87,"F",2000,0,2,"r211"
29,86.05,87.55,"F",2001,1,2,"r211"
37,111.6,117.4,"F",2003,0,2,"r212"
38,85.27,91.98,"F",2004,1,2,"r212"
51,NA,99.98,"F",1999,0,2,"r213"
53,105.8,107.8,"F",2001,1,2,"r213"
33,69.83,70.42,"M",2003,0,5,"r214"
34,69.58,70.05,"M",2004,1,5,"r214"
35,67.67,68.03,"M",2005,2,5,"r214"
37,NA,66.87,"M",2007,3,5,"r214"
38,NA,71.07,"M",2008,4,5,"r214"
23,98.3,103.2,"F",2004,0,2,"r215"
25,89.17,94.87,"F",2006,1,2,"r215"
26,98.42,103.7,"F",2001,0,4,"r216"
27,98.65,104.3,"F",2002,1,4,"r216"
29,94.8,99.57,"F",2004,2,4,"r216"
30,98.27,104.2,"F",2005,3,4,"r216"
29,117.9,117.9,"F",2005,0,2,"r217"
30,115.1,124.8,"F",2006,1,2,"r217"
33,NA,72.42,"M",2007,0,2,"r218"
34,NA,65.72,"M",2008,1,2,"r218"
34,103.4,108.8,"M",2006,0,2,"r219"
36,NA,110.4,"M",2008,1,2,"r219"
46,92.3,95.35,"M",2000,0,5,"r220"
47,82.27,83.9,"M",2001,1,5,"r220"
49,90.18,92.95,"M",2003,2,5,"r220"
51,90.17,96.85,"M",2005,3,5,"r220"
54,NA,96.95,"M",2008,4,5,"r220"
38,84.47,85.43,"M",2000,0,2,"r221"
44,83.15,84.98,"M",2006,1,2,"r221"
41,89.22,90.73,"M",2003,0,2,"r222"
45,NA,94.95,"M",2007,1,2,"r222"
21,87.37,88.82,"F",2002,0,2,"r223"
23,89.32,92.05,"F",2004,1,2,"r223"
27,105.1,108.4,"F",2005,0,3,"r224"
28,103.2,108.9,"F",2006,1,3,"r224"
29,NA,110.2,"F",2007,2,3,"r224"
30,108.9,112.8,"F",2000,0,4,"r225"
32,109.1,115.4,"F",2002,1,4,"r225"
33,96.72,103.1,"F",2003,2,4,"r225"
34,97.47,100.4,"F",2004,3,4,"r225"
37,96.67,99.57,"F",2000,0,2,"r226"
38,88.37,91.12,"F",2001,1,2,"r226"
51,100.1,103.2,"F",2000,0,2,"r227"
52,97.62,101.5,"F",2001,1,2,"r227"
53,83.98,87.03,"F",2002,0,7,"r228"
54,74.3,74.57,"F",2003,1,7,"r228"
55,75.15,75.27,"F",2004,2,7,"r228"
56,74.22,74.4,"F",2005,3,7,"r228"
57,74.25,74.33,"F",2006,4,7,"r228"
58,NA,74.83,"F",2007,5,7,"r228"
59,NA,79.52,"F",2008,6,7,"r228"
53,116.4,118.8,"F",2002,0,3,"r229"
54,113.4,118.6,"F",2003,1,3,"r229"
55,112.4,116.5,"F",2004,2,3,"r229"
35,92.43,95.88,"F",2006,0,2,"r230"
37,NA,87.23,"F",2008,1,2,"r230"
24,82.75,84.17,"F",2005,0,4,"r231"
25,82.27,83.2,"F",2006,1,4,"r231"
26,NA,80.98,"F",2007,2,4,"r231"
27,NA,84.78,"F",2008,3,4,"r231"
24,NA,97.47,"F",1999,0,2,"r232"
25,90.93,93.2,"F",2000,1,2,"r232"
26,55.32,55.37,"F",2001,0,2,"r233"
27,58.23,58.27,"F",2002,1,2,"r233"
42,116.3,117.9,"F",2000,0,5,"r234"
43,114.2,114.4,"F",2001,1,5,"r234"
44,114.5,114.6,"F",2002,2,5,"r234"
46,111.8,111.8,"F",2004,3,5,"r234"
48,124.5,125.1,"F",2006,4,5,"r234"
30,99.08,104.6,"F",2001,0,5,"r235"
31,87.85,91.87,"F",2002,1,5,"r235"
32,85.65,88.55,"F",2003,2,5,"r235"
34,92.07,92.07,"F",2005,3,5,"r235"
36,NA,95.23,"F",2007,4,5,"r235"
30,109.7,116.6,"F",2005,0,2,"r236"
32,NA,102.3,"F",2007,1,2,"r236"
27,94.32,98.17,"F",2003,0,2,"r237"
28,95.4,97.6,"F",2004,1,2,"r237"
34,97.52,99.33,"F",2002,0,4,"r238"
35,93.45,99.15,"F",2003,1,4,"r238"
36,105.1,111.1,"F",2004,2,4,"r238"
37,104.5,104.5,"F",2005,3,4,"r238"
26,NA,102.5,"F",2007,0,2,"r239"
27,NA,99.33,"F",2008,1,2,"r239"
24,87.77,89.93,"F",2002,0,3,"r240"
25,90.67,93.28,"F",2003,1,3,"r240"
30,NA,104.8,"F",2008,2,3,"r240"
31,90.97,98.5,"F",2001,0,2,"r241"
32,96.03,97.6,"F",2002,1,2,"r241"
44,98.48,100.6,"F",2002,0,2,"r242"
45,99.08,102.8,"F",2003,1,2,"r242"
30,67.4,67.67,"F",2006,0,2,"r243"
31,NA,68.95,"F",2007,1,2,"r243"
34,58.05,58.1,"F",2000,0,2,"r244"
35,59,59.05,"F",2001,1,2,"r244"
35,79.42,80.35,"F",2006,0,3,"r245"
36,NA,76.23,"F",2007,1,3,"r245"
37,NA,85.52,"F",2008,2,3,"r245"
34,84.3,90.62,"F",2006,0,3,"r246"
35,NA,79.72,"F",2007,1,3,"r246"
36,NA,76.55,"F",2008,2,3,"r246"
26,NA,85.65,"F",1999,0,2,"r247"
27,105.5,108.7,"F",2000,1,2,"r247"
27,NA,94.18,"F",1999,0,2,"r248"
28,89.55,92.27,"F",2000,1,2,"r248"
27,104,112,"F",2005,0,2,"r249"
28,96.53,102.1,"F",2006,1,2,"r249"
25,NA,90.98,"F",1999,0,4,"r250"
26,96.65,100.2,"F",2000,1,4,"r250"
27,92.87,97.6,"F",2001,2,4,"r250"
28,88.72,91.63,"F",2002,3,4,"r250"
32,100.6,103,"F",2002,0,3,"r251"
33,93.33,94.72,"F",2003,1,3,"r251"
37,NA,87.98,"F",2007,2,3,"r251"
24,99.37,105.9,"F",2006,0,2,"r252"
25,NA,104,"F",2007,1,2,"r252"
44,93.57,96.37,"F",2002,0,2,"r253"
45,91.3,95.03,"F",2003,1,2,"r253"
19,NA,87.23,"F",2007,0,2,"r254"
20,NA,91.47,"F",2008,1,2,"r254"
21,80.08,81.9,"F",2004,0,4,"r255"
22,83.92,87.6,"F",2005,1,4,"r255"
23,80.48,87.08,"F",2006,2,4,"r255"
24,NA,77.07,"F",2007,3,4,"r255"
27,83.55,89.63,"F",2003,0,3,"r256"
28,79.48,82.42,"F",2004,1,3,"r256"
31,NA,89.63,"F",2007,2,3,"r256"
36,97.42,100.4,"F",2003,0,3,"r257"
37,89.27,90.73,"F",2004,1,3,"r257"
38,89.78,92.4,"F",2005,2,3,"r257"
34,98.73,108.4,"F",2006,0,2,"r258"
36,NA,93.38,"F",2008,1,2,"r258"
22,56.75,56.82,"F",2001,0,2,"r259"
23,57.57,57.62,"F",2002,1,2,"r259"
23,94.23,98.85,"F",2001,0,3,"r260"
24,85.32,86.68,"F",2002,1,3,"r260"
27,99.23,105.8,"F",2005,2,3,"r260"
24,76.37,79.05,"F",2004,0,3,"r261"
25,83.25,87.27,"F",2005,1,3,"r261"
26,75.7,76.92,"F",2006,2,3,"r261"
24,NA,107,"F",2007,0,2,"r262"
25,NA,104.6,"F",2008,1,2,"r262"
27,85.98,92.18,"F",2003,0,2,"r263"
28,88.05,94.05,"F",2004,1,2,"r263"
26,102.2,108.6,"F",2006,0,3,"r264"
27,NA,109.6,"F",2007,1,3,"r264"
28,NA,104.5,"F",2008,2,3,"r264"
28,NA,101.1,"F",2007,0,2,"r265"
29,NA,92.47,"F",2008,1,2,"r265"
25,101.4,107.5,"F",2006,0,3,"r266"
26,NA,100.9,"F",2007,1,3,"r266"
27,NA,112,"F",2008,2,3,"r266"
30,84.55,88.05,"F",2001,0,2,"r267"
31,81.5,85.45,"F",2002,1,2,"r267"
37,85.33,87.45,"F",2000,0,7,"r268"
39,87.87,89.3,"F",2002,1,7,"r268"
40,88.32,89.12,"F",2003,2,7,"r268"
42,79.82,81.22,"F",2005,3,7,"r268"
43,84.48,87.52,"F",2006,4,7,"r268"
44,NA,85.78,"F",2007,5,7,"r268"
45,NA,88.35,"F",2008,6,7,"r268"
47,92.33,96.43,"F",2000,0,2,"r269"
48,85.98,91.65,"F",2001,1,2,"r269"
31,93.6,97.37,"F",2004,0,2,"r270"
34,NA,102.7,"F",2007,1,2,"r270"
27,90.93,90.93,"F",2006,0,2,"r271"
29,NA,101.7,"F",2008,1,2,"r271"
30,79.25,79.87,"F",2006,0,2,"r272"
31,NA,82.65,"F",2007,1,2,"r272"
59,109.6,111,"M",2005,0,3,"r273"
60,116.7,123.3,"M",2006,1,3,"r273"
61,NA,103.7,"M",2007,2,3,"r273"
45,93.3,97.85,"M",2001,0,7,"r274"
46,81.92,83.82,"M",2002,1,7,"r274"
47,78.07,79.48,"M",2003,2,7,"r274"
48,83.45,86.8,"M",2004,3,7,"r274"
49,81.88,83.2,"M",2005,4,7,"r274"
51,NA,84.7,"M",2007,5,7,"r274"
52,NA,83.67,"M",2008,6,7,"r274"
37,NA,77.6,"M",1999,0,2,"r275"
38,73.22,74.12,"M",2000,1,2,"r275"
61,79.72,81.02,"M",2002,0,2,"r276"
64,87.17,93.15,"M",2005,1,2,"r276"
42,NA,76.75,"M",1999,0,6,"r277"
44,77.55,82.43,"M",2001,1,6,"r277"
45,75.1,78.62,"M",2002,2,6,"r277"
46,100.2,104,"M",2003,3,6,"r277"
47,80.63,82.53,"M",2004,4,6,"r277"
48,103.2,105.5,"M",2005,5,6,"r277"
25,78.82,85.43,"M",2006,0,2,"r278"
26,NA,80.52,"M",2007,1,2,"r278"
58,79.03,80.7,"M",2006,0,2,"r279"
59,NA,93.93,"M",2007,1,2,"r279"
34,NA,99.43,"M",1999,0,2,"r280"
35,86.45,88.65,"M",2000,1,2,"r280"
43,86.8,88.17,"M",2000,0,2,"r281"
44,87.17,90.93,"M",2001,1,2,"r281"
29,71.55,72.05,"M",2000,0,5,"r282"
30,68.68,69.6,"M",2001,1,5,"r282"
35,82.95,84.2,"M",2006,2,5,"r282"
36,NA,79.82,"M",2007,3,5,"r282"
37,NA,77.48,"M",2008,4,5,"r282"
47,79.82,81.12,"M",2001,0,4,"r283"
48,82.32,84.13,"M",2002,1,4,"r283"
50,85.45,88.3,"M",2004,2,4,"r283"
51,84.65,85.95,"M",2005,3,4,"r283"
34,71.2,71.52,"M",2000,0,4,"r284"
37,66.55,66.78,"M",2003,1,4,"r284"
38,68.02,68.43,"M",2004,2,4,"r284"
42,NA,69.78,"M",2008,3,4,"r284"
33,94.67,97.72,"M",2000,0,3,"r285"
34,96.9,101.8,"M",2001,1,3,"r285"
36,79.78,82.23,"M",2003,2,3,"r285"
32,NA,95.1,"M",1999,0,6,"r286"
33,84.08,86.68,"M",2000,1,6,"r286"
34,73.2,75.28,"M",2001,2,6,"r286"
35,76.6,77.62,"M",2002,3,6,"r286"
36,77.75,80.15,"M",2003,4,6,"r286"
39,85.97,88.98,"M",2006,5,6,"r286"
32,NA,56.1,"M",1999,0,6,"r287"
34,56.4,56.47,"M",2001,1,6,"r287"
35,57.63,57.7,"M",2002,2,6,"r287"
36,57.5,57.58,"M",2003,3,6,"r287"
38,58.65,58.72,"M",2005,4,6,"r287"
39,58.03,58.07,"M",2006,5,6,"r287"
45,91.78,99.35,"M",2005,0,2,"r288"
47,NA,88.7,"M",2007,1,2,"r288"
64,NA,102.4,"M",1999,0,2,"r289"
65,104.5,107.6,"M",2000,1,2,"r289"
52,100.2,103.2,"M",2000,0,4,"r290"
53,87.98,88.8,"M",2001,1,4,"r290"
55,89.37,91.75,"M",2003,2,4,"r290"
56,90.68,97.65,"M",2004,3,4,"r290"
26,94.8,102.8,"F",2006,0,3,"r291"
27,NA,91.58,"F",2007,1,3,"r291"
28,NA,86.17,"F",2008,2,3,"r291"
32,95.47,99.02,"F",2005,0,2,"r292"
33,104.5,113,"F",2006,1,2,"r292"
25,81.72,83.05,"F",2002,0,2,"r293"
26,80.18,83.97,"F",2003,1,2,"r293"
25,94.68,101.1,"F",2002,0,3,"r294"
26,98.73,105.5,"F",2003,1,3,"r294"
28,86.77,89.88,"F",2005,2,3,"r294"
28,102.2,102.2,"F",2001,0,2,"r295"
29,98.7,103,"F",2002,1,2,"r295"
41,NA,NA,"F",2007,0,2,"r296"
42,NA,107.4,"F",2008,1,2,"r296"
37,98.03,99.58,"F",2004,0,4,"r297"
37,98.02,99.58,"F",2004,1,4,"r297"
38,100,108.1,"F",2005,2,4,"r297"
39,102.6,109.4,"F",2006,3,4,"r297"
22,NA,82.9,"F",2007,0,2,"r298"
23,NA,79.12,"F",2008,1,2,"r298"
28,NA,96.65,"F",2007,0,2,"r299"
29,NA,107.7,"F",2008,1,2,"r299"
31,117.2,123.8,"F",2003,0,2,"r300"
32,127.2,135.1,"F",2004,1,2,"r300"
23,85.03,88.17,"F",2003,0,2,"r301"
26,84.95,91.07,"F",2006,1,2,"r301"
26,NA,92.27,"F",1999,0,2,"r302"
28,86.25,91.28,"F",2001,1,2,"r302"
30,95.85,97.82,"F",2000,0,3,"r303"
36,93.42,101,"F",2006,1,3,"r303"
38,NA,92.78,"F",2008,2,3,"r303"
27,90.17,92.8,"F",2003,0,3,"r304"
28,99.5,106.9,"F",2004,1,3,"r304"
29,87.67,90.73,"F",2005,2,3,"r304"
20,NA,106.4,"F",2007,0,2,"r305"
21,NA,107,"F",2008,1,2,"r305"
23,75.42,79.52,"F",2003,0,2,"r306"
27,NA,87.27,"F",2007,1,2,"r306"
41,NA,108.2,"F",1999,0,2,"r307"
44,103.8,109.8,"F",2002,1,2,"r307"
30,NA,82.22,"F",1999,0,3,"r308"
31,77.63,78.35,"F",2000,1,3,"r308"
33,79,82.37,"F",2002,2,3,"r308"
38,93.42,96.72,"F",2001,0,2,"r309"
39,90.67,96.13,"F",2002,1,2,"r309"
27,91.33,94.02,"F",2001,0,2,"r310"
29,89.12,92.25,"F",2003,1,2,"r310"
28,94,95.58,"F",2000,0,3,"r311"
29,101,103.7,"F",2001,1,3,"r311"
30,109.7,111.3,"F",2002,2,3,"r311"
30,107.6,112.4,"F",2000,0,2,"r312"
32,103,108.6,"F",2002,1,2,"r312"
36,128.2,132.3,"F",2005,0,2,"r313"
38,NA,120,"F",2007,1,2,"r313"
34,110.3,115,"F",2003,0,3,"r314"
38,NA,112.1,"F",2007,1,3,"r314"
39,NA,108.6,"F",2008,2,3,"r314"
24,91.33,91.33,"F",2000,0,2,"r315"
25,66.63,66.88,"F",2001,1,2,"r315"
25,72.87,73.05,"F",2000,0,3,"r316"
30,66.38,66.72,"F",2005,1,3,"r316"
32,NA,65.28,"F",2007,2,3,"r316"
23,98.35,102.4,"F",2004,0,2,"r317"
27,NA,98.12,"F",2008,1,2,"r317"
42,120.5,124.7,"F",2004,0,4,"r318"
44,114.5,123,"F",2006,1,4,"r318"
45,NA,112.3,"F",2007,2,4,"r318"
46,NA,111.2,"F",2008,3,4,"r318"
27,NA,72.35,"M",2007,0,2,"r319"
28,NA,76.82,"M",2008,1,2,"r319"
33,76.82,77.45,"M",2000,0,2,"r320"
34,77.93,80.27,"M",2001,1,2,"r320"
34,NA,108,"F",2007,0,2,"r321"
35,NA,97.78,"F",2008,1,2,"r321"
41,NA,91.47,"F",1999,0,3,"r322"
42,88.22,89.83,"F",2000,1,3,"r322"
43,96.75,98.55,"F",2001,2,3,"r322"
27,NA,79.13,"M",2007,0,2,"r323"
28,NA,73.72,"M",2008,1,2,"r323"
63,NA,73.82,"M",1999,0,4,"r324"
66,84.77,85.48,"M",2002,1,4,"r324"
67,86.07,87.03,"M",2003,2,4,"r324"
69,105.4,109.8,"M",2005,3,4,"r324"
48,100.2,107,"M",2004,0,5,"r325"
49,106.8,113.9,"M",2005,1,5,"r325"
50,98.83,107,"M",2006,2,5,"r325"
51,NA,109.7,"M",2007,3,5,"r325"
52,NA,107.4,"M",2008,4,5,"r325"
19,56.65,56.72,"M",2005,0,3,"r326"
20,56.03,56.1,"M",2006,1,3,"r326"
21,NA,56.95,"M",2007,2,3,"r326"
25,98.38,103.7,"F",2001,0,6,"r327"
26,98.62,104.3,"F",2002,1,6,"r327"
27,95.43,97.8,"F",2003,2,6,"r327"
28,94.8,99.57,"F",2004,3,6,"r327"
29,104.2,104.2,"F",2005,4,6,"r327"
31,NA,98.92,"F",2007,5,6,"r327"
20,77.3,78.5,"F",2006,0,2,"r328"
21,NA,75,"F",2007,1,2,"r328"
31,76.88,80.42,"F",2006,0,2,"r329"
32,NA,94.85,"F",2007,1,2,"r329"
25,95.07,98.58,"F",2004,0,2,"r330"
26,100.5,104.2,"F",2005,1,2,"r330"
28,82.93,85.2,"F",2000,0,2,"r331"
30,79.63,80.35,"F",2002,1,2,"r331"
26,96.75,99.8,"F",2001,0,2,"r332"
28,105.5,110,"F",2003,1,2,"r332"
27,103.8,105.3,"F",2004,0,2,"r333"
30,NA,106.1,"F",2007,1,2,"r333"
29,NA,103.8,"F",1999,0,2,"r334"
31,83.8,89.45,"F",2001,1,2,"r334"
29,99.48,102.3,"F",2000,0,7,"r335"
30,102.1,106.1,"F",2001,1,7,"r335"
32,99.63,105.1,"F",2003,2,7,"r335"
33,99.82,107.1,"F",2004,3,7,"r335"
34,102.3,108,"F",2005,4,7,"r335"
35,105.8,110,"F",2006,5,7,"r335"
37,NA,105.3,"F",2008,6,7,"r335"
28,81.2,82.05,"F",2006,0,2,"r336"
29,NA,86.82,"F",2007,1,2,"r336"
29,102.3,104.8,"F",2002,0,2,"r337"
32,101.6,106.6,"F",2005,1,2,"r337"
25,95.4,97.87,"F",2006,0,3,"r338"
26,NA,95.5,"F",2007,1,3,"r338"
27,NA,87.7,"F",2008,2,3,"r338"
35,82.65,83.62,"F",2001,0,2,"r339"
37,104,109.7,"F",2003,1,2,"r339"
24,114.3,114.3,"F",2003,0,2,"r340"
29,NA,120,"F",2008,1,2,"r340"
27,115.5,123.3,"F",2004,0,2,"r341"
30,NA,112.5,"F",2007,1,2,"r341"
25,95.78,99.57,"F",2001,0,7,"r342"
26,95.45,99.73,"F",2002,1,7,"r342"
27,129.7,135.7,"F",2003,2,7,"r342"
28,88.7,93.9,"F",2004,3,7,"r342"
30,125.4,132.7,"F",2006,4,7,"r342"
31,NA,87.4,"F",2007,5,7,"r342"
32,NA,93.03,"F",2008,6,7,"r342"
28,NA,99.2,"F",2007,0,2,"r343"
29,NA,94.45,"F",2008,1,2,"r343"
27,NA,91.12,"F",2007,0,2,"r344"
28,NA,105.5,"F",2008,1,2,"r344"
28,NA,83.83,"F",2007,0,2,"r345"
29,NA,87.32,"F",2008,1,2,"r345"
26,87.92,90.58,"F",2005,0,2,"r346"
27,90.73,91,"F",2006,1,2,"r346"
25,86.27,88.02,"F",2000,0,2,"r347"
26,87.9,90.23,"F",2001,1,2,"r347"
24,95.62,104,"F",2006,0,2,"r348"
25,NA,93.82,"F",2007,1,2,"r348"
24,NA,102.7,"F",1999,0,3,"r349"
32,NA,99.28,"F",2007,1,3,"r349"
33,NA,100.4,"F",2008,2,3,"r349"
33,87.17,93.75,"F",2002,0,2,"r350"
39,NA,83.77,"F",2008,1,2,"r350"
39,112.6,117.2,"F",2000,0,2,"r351"
40,116.1,122,"F",2001,1,2,"r351"
29,97.48,104.8,"F",2006,0,2,"r352"
30,NA,98.58,"F",2007,1,2,"r352"
22,78.15,81.13,"F",2006,0,2,"r353"
23,NA,81.87,"F",2007,1,2,"r353"
26,85.1,86.75,"F",2005,0,2,"r354"
28,NA,83.32,"F",2007,1,2,"r354"
25,96.48,100.4,"F",2005,0,2,"r355"
26,76.85,78.23,"F",2006,1,2,"r355"
24,NA,81.25,"F",1999,0,3,"r356"
28,70.45,70.73,"F",2003,1,3,"r356"
29,71.68,72.53,"F",2004,2,3,"r356"
26,79.6,79.83,"F",2001,0,2,"r357"
27,84.22,85.38,"F",2002,1,2,"r357"
24,99.85,105.4,"F",2006,0,3,"r358"
25,NA,95.73,"F",2007,1,3,"r358"
26,NA,118,"F",2008,2,3,"r358"
24,80.35,82.03,"F",2002,0,4,"r359"
25,84.37,85.53,"F",2003,1,4,"r359"
26,103.3,107.6,"F",2004,2,4,"r359"
27,118.6,121.9,"F",2005,3,4,"r359"
19,NA,64.98,"F",2007,0,2,"r360"
20,NA,68.15,"F",2008,1,2,"r360"
24,NA,104.7,"F",2007,0,2,"r361"
25,NA,102.9,"F",2008,1,2,"r361"
24,101,105.3,"F",2003,0,3,"r362"
26,101.8,108,"F",2005,1,3,"r362"
27,107.2,116.5,"F",2006,2,3,"r362"
32,68.6,69.23,"F",2005,0,2,"r363"
33,87.75,91.27,"F",2006,1,2,"r363"
22,69.1,71.22,"F",2006,0,2,"r364"
23,NA,74.28,"F",2007,1,2,"r364"
29,NA,109.2,"F",2007,0,2,"r365"
30,NA,121.6,"F",2008,1,2,"r365"
25,NA,97.03,"F",2007,0,2,"r366"
26,NA,89.42,"F",2008,1,2,"r366"
31,NA,91.85,"F",1999,0,2,"r367"
35,94.27,97.08,"F",2003,1,2,"r367"
24,137.2,143.1,"F",2002,0,2,"r368"
26,135.6,142.7,"F",2004,1,2,"r368"
28,96.13,98.07,"F",2005,0,2,"r369"
29,89.58,97.53,"F",2006,1,2,"r369"
25,92.37,97.82,"F",2004,0,2,"r370"
26,95.45,101.5,"F",2005,1,2,"r370"
27,NA,69.85,"M",2007,0,2,"r371"
28,NA,70.07,"M",2008,1,2,"r371"
36,93.32,95.55,"F",2003,0,2,"r372"
37,100.3,104.7,"F",2004,1,2,"r372"
29,NA,93.65,"F",2007,0,2,"r373"
30,NA,94.47,"F",2008,1,2,"r373"
32,91.08,96.52,"F",2003,0,3,"r374"
33,94.72,100.1,"F",2004,1,3,"r374"
34,104.9,107,"F",2005,2,3,"r374"
25,93.02,95.07,"F",2002,0,2,"r375"
31,NA,97.47,"F",2008,1,2,"r375"
25,NA,87.33,"F",1999,0,2,"r376"
26,85.92,87.13,"F",2000,1,2,"r376"
34,77.92,78.77,"F",2003,0,4,"r377"
36,73.75,73.93,"F",2005,1,4,"r377"
37,71.37,71.62,"F",2006,2,4,"r377"
38,NA,100.3,"F",2007,3,4,"r377"
28,95.6,97.48,"F",2003,0,2,"r378"
29,104.2,111.6,"F",2004,1,2,"r378"
25,NA,121.7,"F",2007,0,2,"r379"
26,NA,124.7,"F",2008,1,2,"r379"
42,65.02,65.32,"M",2004,0,3,"r380"
45,NA,65.35,"M",2007,1,3,"r380"
46,NA,68.72,"M",2008,2,3,"r380"
32,99.88,116.5,"M",2006,0,2,"r381"
33,NA,105.1,"M",2007,1,2,"r381"
31,104,108.7,"M",2006,0,2,"r382"
32,NA,105.5,"M",2007,1,2,"r382"
44,106,109.9,"F",2002,0,2,"r383"
45,105.8,109.6,"F",2003,1,2,"r383"
35,79.93,80.85,"F",2005,0,2,"r384"
37,NA,79.03,"F",2007,1,2,"r384"
41,NA,98.65,"F",2007,0,2,"r385"
42,NA,89.83,"F",2008,1,2,"r385"
28,NA,104.1,"F",1999,0,2,"r386"
29,102.2,105.2,"F",2000,1,2,"r386"
32,NA,88.38,"F",2007,0,2,"r387"
33,NA,87.98,"F",2008,1,2,"r387"
34,86.57,95.65,"F",2001,0,3,"r388"
36,81.97,84.28,"F",2003,1,3,"r388"
37,75.2,75.62,"F",2004,2,3,"r388"
39,82.82,83.83,"F",2005,0,2,"r389"
40,86.08,87.73,"F",2006,1,2,"r389"
30,NA,116.1,"F",2007,0,2,"r390"
31,NA,108,"F",2008,1,2,"r390"
25,103.1,109.8,"F",2004,0,2,"r391"
27,109.9,114.8,"F",2006,1,2,"r391"
28,75.02,75.75,"F",2004,0,5,"r392"
29,74.23,74.62,"F",2005,1,5,"r392"
30,73.45,73.93,"F",2006,2,5,"r392"
31,NA,76.47,"F",2007,3,5,"r392"
32,NA,82.17,"F",2008,4,5,"r392"
28,98.57,102.5,"F",2005,0,2,"r393"
30,NA,104.4,"F",2007,1,2,"r393"
30,90.42,95.32,"F",2003,0,2,"r394"
31,83.4,85.4,"F",2004,1,2,"r394"
36,94,101.9,"F",2005,0,2,"r395"
37,85.7,88.43,"F",2006,1,2,"r395"
34,97.07,100.6,"F",2003,0,3,"r396"
35,97.08,103.4,"F",2004,1,3,"r396"
37,96.18,99.45,"F",2006,2,3,"r396"
37,83.7,85.65,"F",2004,0,2,"r397"
38,92.85,94.95,"F",2005,1,2,"r397"
39,93.27,96.73,"F",2005,0,2,"r398"
41,NA,73.6,"F",2007,1,2,"r398"
25,97.72,101.8,"F",2001,0,2,"r399"
27,100.6,106,"F",2003,1,2,"r399"
27,NA,108.3,"F",2007,0,2,"r400"
28,NA,93.42,"F",2008,1,2,"r400"
30,102.8,106.5,"F",2003,0,4,"r401"
31,95.95,99.52,"F",2004,1,4,"r401"
34,NA,NA,"F",2007,2,4,"r401"
35,NA,98.15,"F",2008,3,4,"r401"
30,102,102,"F",2005,0,3,"r402"
31,87.68,91.6,"F",2006,1,3,"r402"
32,NA,84.25,"F",2007,2,3,"r402"
24,92.5,96.92,"F",2005,0,3,"r403"
25,88.55,93.9,"F",2006,1,3,"r403"
26,NA,90.83,"F",2007,2,3,"r403"
36,110,115,"F",2001,0,2,"r404"
37,105.3,111,"F",2002,1,2,"r404"
25,NA,98.6,"F",1999,0,2,"r405"
27,97.68,103.1,"F",2001,1,2,"r405"
29,136.2,139.3,"F",2004,0,4,"r406"
30,138.1,138.1,"F",2005,1,4,"r406"
32,NA,NA,"F",2007,2,4,"r406"
33,NA,132.4,"F",2008,3,4,"r406"
24,NA,83.62,"F",2007,0,2,"r407"
25,NA,79.78,"F",2008,1,2,"r407"
34,94.5,96.58,"F",2003,0,2,"r408"
37,92.33,95.05,"F",2006,1,2,"r408"
32,NA,89.42,"F",2007,0,2,"r409"
33,NA,93,"F",2008,1,2,"r409"
